cement,slag,ash,water,superplastic,coarseagg,fineagg,age_category,cement+slag,cement+ash,water+fineagg,ash+superplastic,strength_category
0.08972602739726032,0.5950877192982456,0.0,0.7257604562737641,0.0,0.49651162790697656,0.41194507399013447,5,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,2
0.15273972602739727,0.11845614035087719,0.6211894052973513,0.2961026615969584,0.43200000000000005,0.8133720930232555,0.5391281162511663,4,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,2
0.33789954337899536,0.0,0.4782608695652174,0.5727186311787071,0.22,0.4531976744186048,0.7124383415544591,5,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,2
0.37442922374429216,0.31999999999999995,0.0,0.9586501901140683,0.0,0.3808139534883721,0.20263964804692702,5,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,4
0.12054794520547946,0.5148070175438596,0.0,0.6288022813688212,0.364,0.7162790697674422,0.2738301559792027,5,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,1
0.3493150684931507,0.0,0.0,0.6164448669201519,0.0,0.25813953488372077,0.9358752166377813,7,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,2
0.14794520547945206,0.7023157894736841,0.0,0.7257604562737641,0.0,0.507558139534884,0.2628982802293027,3,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,1
0.34109589041095895,0.0,0.5912043978010995,0.5831749049429658,0.256,0.6610465116279074,0.4364751366484465,6,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,3
0.4429223744292237,0.0,0.0,0.6164448669201519,0.0,0.8255813953488373,0.4559392081055855,5,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,2
0.12100456621004568,0.5164912280701754,0.7146426786606697,0.6354562737642584,0.36,0.22965116279069786,0.27996267164378064,5,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,2
0.11369863013698633,0.49992982456140345,0.6931534232883558,0.3835551330798479,0.7320000000000001,0.4156976744186047,0.268230902546327,5,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,3
0.16210045662100453,0.3256140350877193,0.0,0.6164448669201519,0.0,0.4238372093023255,0.7007065724570052,2,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,1
0.6461187214611872,0.0,0.0,0.5594106463878326,0.0,0.47965116279069786,0.4506065857885613,4,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,2
0.3093607305936073,0.6666666666666666,0.0,0.9586501901140683,0.0,0.3808139534883721,0.0,3,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,2
0.14840182648401828,0.5249122807017543,0.974512743628186,0.5499049429657794,0.28,0.28197674418604635,0.11198506865751212,5,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,2
0.25525114155251144,0.27536842105263154,0.12243878060969515,0.5185361216730036,0.268,0.7703488372093026,0.5105985868550857,9,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,4
0.3093607305936073,0.6666666666666666,0.0,0.9586501901140683,0.0,0.3808139534883721,0.0,5,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,3
0.5342465753424657,0.0,0.0,0.5213878326996197,0.12,0.5377906976744184,0.59458738834822,5,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,4
0.2025114155251141,0.0,0.6266866566716642,0.3322243346007605,0.312,0.8401162790697674,0.5599253432875613,2,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,1
0.4810502283105022,0.0,0.0,0.48431558935361196,0.32,0.5776162790697676,0.6084522063724833,5,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,2
0.291552511415525,0.0,0.5907046476761619,0.6468631178707223,0.244,0.660174418604651,0.4362085055325955,2,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,1
0.2876712328767123,0.960280701754386,0.0,0.5565589353612166,0.0,0.44999999999999973,0.21410478602852923,3,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,2
0.3059360730593607,0.4407017543859649,0.0,0.6164448669201519,0.0,0.49883720930232567,0.4135448606852419,3,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,2
0.0684931506849315,0.5810526315789474,0.8045977011494253,0.4928707224334601,0.2,0.19186046511627897,0.3786161845087319,5,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,3
0.5228310502283104,0.0,0.0,0.6164448669201519,0.0,0.6511627906976742,0.6052526329822685,5,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,3
0.4748858447488585,0.4014035087719298,0.0,0.3883079847908746,0.4,0.3284883720930232,0.5599253432875613,5,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,4
0.4611872146118721,0.21333333333333332,0.0,0.9586501901140683,0.0,0.3808139534883721,0.20263964804692702,7,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,4
0.7374429223744292,0.2983859649122807,0.0,0.25047528517110274,0.66,0.14854651162790722,0.7814958005599251,8,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,5
0.14634703196347032,0.0,0.8160919540229886,0.4691064638783269,0.18,0.7488372093023252,0.49620050659911996,5,-0.017477021161457225,-0.029477069734678344,-0.019065076400770466,0.03204845496024659,2
